timestamp,id,code,name,category_name,price,discount_price,total_stock,warehouse_stock
2026-02-04T19:36:10.509672,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-02-04T19:36:10.509672,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,11,"{""H495"": 11}"
2026-02-04T20:53:44.909845,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,70,"{""H495"": 70}"
2026-02-04T20:53:44.909845,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,73,"{""H495"": 73}"
2026-02-04T20:53:44.909845,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,38,"{""H495"": 38}"
2026-02-04T20:53:44.909845,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,7,"{""H495"": 7}"
2026-02-04T20:53:44.909845,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,30,"{""H495"": 30}"
2026-02-04T20:53:44.909845,42661,30230734,Boli X 12x330ml,New Location,4790.0,,1,"{""H495"": 1}"
2026-02-04T20:53:44.909845,43016,30230677,Montalto Pinot Grigio 750ml,New Location,2190.0,,1,"{""H495"": 1}"
2026-02-04T20:53:44.909845,42744,30230876,Laurent Miquel Solas Pinot Noir 750ml,New Location,3190.0,,11,"{""H495"": 11}"
2026-02-04T20:53:44.909845,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,1,"{""H495"": 1}"
2026-02-04T20:53:44.909845,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,26,"{""H495"": 26}"
2026-02-04T20:53:44.909845,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,70,"{""H495"": 70}"
2026-02-04T20:53:44.909845,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,38,"{""H495"": 38}"
2026-02-04T20:53:44.909845,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,32,"{""H495"": 32}"
2026-02-04T20:53:44.909845,42630,30230718,BARA Hindber & Sítróna 6x330ml,Popular,2890.0,,12,"{""H495"": 12}"
2026-02-04T20:53:44.909845,42661,30230734,Boli X 12x330ml,Popular,4790.0,,1,"{""H495"": 1}"
2026-02-04T20:53:44.909845,42692,30230793,Martini Prosecco 750ml,Popular,2290.0,,5,"{""H495"": 5}"
2026-02-04T20:53:44.909845,42463,30171294,Fever Tree Mediterranean Tonic 4x200ml,Popular,1090.0,,7,"{""H495"": 7}"
2026-02-04T20:53:44.909845,42601,30230681,Gato Negro Cabernet Sauvignon 750ml,Popular,1590.0,,18,"{""H495"": 18}"
2026-02-04T20:53:44.909845,42680,30230819,Tuborg Green 12x500ml,Popular,4590.0,,115,"{""H495"": 115}"
2026-02-04T20:53:44.909845,42724,30230846,Finca Las Moras Malbec 750ml,Popular,2690.0,,23,"{""H495"": 23}"
2026-02-04T20:53:44.909845,42708,30230818,Gull 12x330ml,Popular,4590.0,,58,"{""H495"": 58}"
2026-02-04T20:53:44.909845,43058,30233867,Thule 12x330ml,Great Deals,4790.0,3890.0,70,"{""H495"": 70}"
2026-02-04T20:53:44.909845,42588,30230639,Heineken 6x330ml,Great Deals,2490.0,1990.0,75,"{""H495"": 75}"
2026-02-04T20:53:44.909845,42569,30230581,Heineken 6x330ml (Gler),Great Deals,2090.0,1990.0,125,"{""H495"": 125}"
2026-02-04T20:53:44.909845,42669,30230770,Ölvisholt Classic 10x330ml,Great Deals,4490.0,3590.0,50,"{""H495"": 50}"
2026-02-04T20:53:44.909845,42649,30230767,Ölvisholt Session IPA 10x330ml,Great Deals,4790.0,3890.0,85,"{""H495"": 85}"
2026-02-04T20:53:44.909845,42612,30230659,Ölvisholt Birta 6x330ml,Great Deals,2490.0,2090.0,28,"{""H495"": 28}"
2026-02-04T20:53:44.909845,42666,30230769,Ölvisholt Lite 10x330ml,Great Deals,3890.0,3190.0,27,"{""H495"": 27}"
2026-02-04T20:53:44.909845,42657,30230768,Ölvisholt Lager 10x330ml,Great Deals,4480.0,3590.0,28,"{""H495"": 28}"
2026-02-04T20:53:44.909845,42636,30230730,RVK Kopar Klassík 6x330ml,Great Deals,2690.0,2090.0,17,"{""H495"": 17}"
2026-02-04T20:53:44.909845,42656,30230727,RVK Popp Corn Lager 6x330ml,Great Deals,2690.0,2090.0,1,"{""H495"": 1}"
2026-02-04T20:53:44.909845,42686,30230823,Gull Lite 12x500ml,Gull,5690.0,,70,"{""H495"": 70}"
2026-02-04T20:53:44.909845,43032,30230708,Gull Lite Premium 12x500ml,Gull,6190.0,,5,"{""H495"": 5}"
2026-02-04T20:53:44.909845,42508,30216182,Gull Lite 12x330ml,Gull,4390.0,,7,"{""H495"": 7}"
2026-02-04T20:53:44.909845,42708,30230818,Gull 12x330ml,Gull,4590.0,,58,"{""H495"": 58}"
2026-02-04T20:53:44.909845,42605,30230709,Gull Lite Premium 12x330ml,Gull,4790.0,,11,"{""H495"": 11}"
2026-02-04T20:53:44.909845,42624,30230710,Gull Lite Yuzu Lime 10x330ml,Gull,4270.0,,7,"{""H495"": 7}"
2026-02-04T20:53:44.909845,43058,30233867,Thule 12x330ml,Thule,4790.0,3890.0,70,"{""H495"": 70}"
2026-02-04T20:53:44.909845,42693,30230832,Faustino VII Blanco 750ml,Faustino,1990.0,,5,"{""H495"": 5}"
2026-02-04T20:53:44.909845,42813,30230936,Faustino VII Red 750ml,Faustino,2290.0,,3,"{""H495"": 3}"
2026-02-04T20:53:44.909845,42815,30230937,Faustino VII Rose 750ml,Faustino,2790.0,,7,"{""H495"": 7}"
2026-02-04T20:53:44.909845,42751,30230903,Faustino V Reserva 750ml,Faustino,3690.0,,10,"{""H495"": 10}"
2026-02-04T20:53:44.909845,42712,30230841,Faustino Crianza 750ml,Faustino,3090.0,,6,"{""H495"": 6}"
2026-02-04T20:53:44.909845,42713,30230833,Faustino Cava Brut 750ml,Faustino,3090.0,,7,"{""H495"": 7}"
2026-02-04T20:53:44.909845,42779,30230981,Breezer Passionfruit Mango 4x275ml,Breezer,1990.0,,18,"{""H495"": 18}"
2026-02-04T20:53:44.909845,42788,30230983,Breezer Pineapple 4x275ml,Breezer,1990.0,,6,"{""H495"": 6}"
2026-02-04T20:53:44.909845,42820,30230990,Breezer Lemon 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-02-04T20:53:44.909845,42818,30230984,Breezer Strawberry 4x275ml,Breezer,1990.0,,40,"{""H495"": 40}"
2026-02-04T20:53:44.909845,42808,30230985,Breezer Mango 4x275ml,Breezer,1990.0,,53,"{""H495"": 53}"
2026-02-04T20:53:44.909845,42793,30230982,Breezer Lime 4x275ml,Breezer,1990.0,,11,"{""H495"": 11}"
2026-02-04T20:53:44.909845,43114,,Gin & Tonic,Bundles,9880.0,9390.0,4,"{""H495"": 4}"
2026-02-04T20:53:44.909845,43115,,Whiskey Ginger,Bundles,7000.0,6800.0,17,"{""H495"": 17}"
2026-02-04T20:53:44.909845,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-02-04T20:53:44.909845,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,2,"{""H495"": 2}"
2026-02-04T20:53:44.909845,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-02-04T20:53:44.909845,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-02-04T20:53:44.909845,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,12,"{""H495"": 12}"
2026-02-04T20:53:44.909845,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,5,"{""H495"": 5}"
2026-02-04T20:53:44.909845,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,30,"{""H495"": 30}"
2026-02-04T20:53:44.909845,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,8,"{""H495"": 8}"
2026-02-04T20:53:44.909845,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,4,"{""H495"": 4}"
2026-02-04T20:53:44.909845,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,15,"{""H495"": 15}"
2026-02-04T20:53:44.909845,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,6,"{""H495"": 6}"
2026-02-04T20:53:44.909845,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,1,"{""H495"": 1}"
2026-02-04T20:53:44.909845,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,7,"{""H495"": 7}"
2026-02-04T20:53:44.909845,42526,30230613,Van Gogh Riesling 3L,Boxed Wines,5990.0,,5,"{""H495"": 5}"
2026-02-04T20:53:44.909845,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-02-04T20:53:44.909845,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,11,"{""H495"": 11}"
2026-02-04T22:09:56.177756,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,70,"{""H495"": 70}"
2026-02-04T22:09:56.177756,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,73,"{""H495"": 73}"
2026-02-04T22:09:56.177756,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,38,"{""H495"": 38}"
2026-02-04T22:09:56.177756,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,7,"{""H495"": 7}"
2026-02-04T22:09:56.177756,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,30,"{""H495"": 30}"
2026-02-04T22:09:56.177756,42661,30230734,Boli X 12x330ml,New Location,4790.0,,1,"{""H495"": 1}"
2026-02-04T22:09:56.177756,43016,30230677,Montalto Pinot Grigio 750ml,New Location,2190.0,,1,"{""H495"": 1}"
2026-02-04T22:09:56.177756,42744,30230876,Laurent Miquel Solas Pinot Noir 750ml,New Location,3190.0,,11,"{""H495"": 11}"
2026-02-04T22:09:56.177756,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,1,"{""H495"": 1}"
2026-02-04T22:09:56.177756,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,26,"{""H495"": 26}"
2026-02-04T22:09:56.177756,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,70,"{""H495"": 70}"
2026-02-04T22:09:56.177756,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,38,"{""H495"": 38}"
2026-02-04T22:09:56.177756,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,32,"{""H495"": 32}"
2026-02-04T22:09:56.177756,42630,30230718,BARA Hindber & Sítróna 6x330ml,Popular,2890.0,,12,"{""H495"": 12}"
2026-02-04T22:09:56.177756,42661,30230734,Boli X 12x330ml,Popular,4790.0,,1,"{""H495"": 1}"
2026-02-04T22:09:56.177756,42692,30230793,Martini Prosecco 750ml,Popular,2290.0,,5,"{""H495"": 5}"
2026-02-04T22:09:56.177756,42463,30171294,Fever Tree Mediterranean Tonic 4x200ml,Popular,1090.0,,7,"{""H495"": 7}"
2026-02-04T22:09:56.177756,42601,30230681,Gato Negro Cabernet Sauvignon 750ml,Popular,1590.0,,18,"{""H495"": 18}"
2026-02-04T22:09:56.177756,42680,30230819,Tuborg Green 12x500ml,Popular,4590.0,,115,"{""H495"": 115}"
2026-02-04T22:09:56.177756,42724,30230846,Finca Las Moras Malbec 750ml,Popular,2690.0,,23,"{""H495"": 23}"
2026-02-04T22:09:56.177756,42708,30230818,Gull 12x330ml,Popular,4590.0,,58,"{""H495"": 58}"
2026-02-04T22:09:56.177756,43058,30233867,Thule 12x330ml,Great Deals,4790.0,3890.0,70,"{""H495"": 70}"
2026-02-04T22:09:56.177756,42588,30230639,Heineken 6x330ml,Great Deals,2490.0,1990.0,75,"{""H495"": 75}"
2026-02-04T22:09:56.177756,42569,30230581,Heineken 6x330ml (Gler),Great Deals,2090.0,1990.0,125,"{""H495"": 125}"
2026-02-04T22:09:56.177756,42669,30230770,Ölvisholt Classic 10x330ml,Great Deals,4490.0,3590.0,50,"{""H495"": 50}"
2026-02-04T22:09:56.177756,42649,30230767,Ölvisholt Session IPA 10x330ml,Great Deals,4790.0,3890.0,85,"{""H495"": 85}"
2026-02-04T22:09:56.177756,42612,30230659,Ölvisholt Birta 6x330ml,Great Deals,2490.0,2090.0,28,"{""H495"": 28}"
2026-02-04T22:09:56.177756,42666,30230769,Ölvisholt Lite 10x330ml,Great Deals,3890.0,3190.0,27,"{""H495"": 27}"
2026-02-04T22:09:56.177756,42657,30230768,Ölvisholt Lager 10x330ml,Great Deals,4480.0,3590.0,28,"{""H495"": 28}"
2026-02-04T22:09:56.177756,42636,30230730,RVK Kopar Klassík 6x330ml,Great Deals,2690.0,2090.0,17,"{""H495"": 17}"
2026-02-04T22:09:56.177756,42656,30230727,RVK Popp Corn Lager 6x330ml,Great Deals,2690.0,2090.0,1,"{""H495"": 1}"
2026-02-04T22:09:56.177756,42686,30230823,Gull Lite 12x500ml,Gull,5690.0,,70,"{""H495"": 70}"
2026-02-04T22:09:56.177756,43032,30230708,Gull Lite Premium 12x500ml,Gull,6190.0,,5,"{""H495"": 5}"
2026-02-04T22:09:56.177756,42508,30216182,Gull Lite 12x330ml,Gull,4390.0,,6,"{""H495"": 6}"
2026-02-04T22:09:56.177756,42708,30230818,Gull 12x330ml,Gull,4590.0,,58,"{""H495"": 58}"
2026-02-04T22:09:56.177756,42605,30230709,Gull Lite Premium 12x330ml,Gull,4790.0,,11,"{""H495"": 11}"
2026-02-04T22:09:56.177756,42624,30230710,Gull Lite Yuzu Lime 10x330ml,Gull,4270.0,,7,"{""H495"": 7}"
2026-02-04T22:09:56.177756,43058,30233867,Thule 12x330ml,Thule,4790.0,3890.0,70,"{""H495"": 70}"
2026-02-04T22:09:56.177756,42693,30230832,Faustino VII Blanco 750ml,Faustino,1990.0,,5,"{""H495"": 5}"
2026-02-04T22:09:56.177756,42813,30230936,Faustino VII Red 750ml,Faustino,2290.0,,3,"{""H495"": 3}"
2026-02-04T22:09:56.177756,42815,30230937,Faustino VII Rose 750ml,Faustino,2790.0,,7,"{""H495"": 7}"
2026-02-04T22:09:56.177756,42751,30230903,Faustino V Reserva 750ml,Faustino,3690.0,,10,"{""H495"": 10}"
2026-02-04T22:09:56.177756,42712,30230841,Faustino Crianza 750ml,Faustino,3090.0,,6,"{""H495"": 6}"
2026-02-04T22:09:56.177756,42713,30230833,Faustino Cava Brut 750ml,Faustino,3090.0,,7,"{""H495"": 7}"
2026-02-04T22:09:56.177756,42779,30230981,Breezer Passionfruit Mango 4x275ml,Breezer,1990.0,,18,"{""H495"": 18}"
2026-02-04T22:09:56.177756,42788,30230983,Breezer Pineapple 4x275ml,Breezer,1990.0,,6,"{""H495"": 6}"
2026-02-04T22:09:56.177756,42820,30230990,Breezer Lemon 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-02-04T22:09:56.177756,42818,30230984,Breezer Strawberry 4x275ml,Breezer,1990.0,,40,"{""H495"": 40}"
2026-02-04T22:09:56.177756,42808,30230985,Breezer Mango 4x275ml,Breezer,1990.0,,53,"{""H495"": 53}"
2026-02-04T22:09:56.177756,42793,30230982,Breezer Lime 4x275ml,Breezer,1990.0,,11,"{""H495"": 11}"
2026-02-04T22:09:56.177756,43114,,Gin & Tonic,Bundles,9880.0,9390.0,4,"{""H495"": 4}"
2026-02-04T22:09:56.177756,43115,,Whiskey Ginger,Bundles,7000.0,6800.0,17,"{""H495"": 17}"
2026-02-04T22:09:56.177756,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-02-04T22:09:56.177756,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,2,"{""H495"": 2}"
2026-02-04T22:09:56.177756,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-02-04T22:09:56.177756,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-02-04T22:09:56.177756,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,12,"{""H495"": 12}"
2026-02-04T22:09:56.177756,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,5,"{""H495"": 5}"
2026-02-04T22:09:56.177756,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,30,"{""H495"": 30}"
2026-02-04T22:09:56.177756,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,8,"{""H495"": 8}"
2026-02-04T22:09:56.177756,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,4,"{""H495"": 4}"
2026-02-04T22:09:56.177756,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,15,"{""H495"": 15}"
2026-02-04T22:09:56.177756,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,6,"{""H495"": 6}"
2026-02-04T22:09:56.177756,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,1,"{""H495"": 1}"
2026-02-04T22:09:56.177756,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,7,"{""H495"": 7}"
2026-02-04T22:09:56.177756,42526,30230613,Van Gogh Riesling 3L,Boxed Wines,5990.0,,5,"{""H495"": 5}"
2026-02-04T22:09:56.177756,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-02-04T22:09:56.177756,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,11,"{""H495"": 11}"
2026-02-04T23:31:30.904296,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,70,"{""H495"": 70}"
2026-02-04T23:31:30.904296,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,73,"{""H495"": 73}"
2026-02-04T23:31:30.904296,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,38,"{""H495"": 38}"
2026-02-04T23:31:30.904296,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,7,"{""H495"": 7}"
2026-02-04T23:31:30.904296,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,30,"{""H495"": 30}"
2026-02-04T23:31:30.904296,42661,30230734,Boli X 12x330ml,New Location,4790.0,,1,"{""H495"": 1}"
2026-02-04T23:31:30.904296,43016,30230677,Montalto Pinot Grigio 750ml,New Location,2190.0,,1,"{""H495"": 1}"
2026-02-04T23:31:30.904296,42744,30230876,Laurent Miquel Solas Pinot Noir 750ml,New Location,3190.0,,11,"{""H495"": 11}"
2026-02-04T23:31:30.904296,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,1,"{""H495"": 1}"
2026-02-04T23:31:30.904296,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,26,"{""H495"": 26}"
2026-02-04T23:31:30.904296,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,70,"{""H495"": 70}"
2026-02-04T23:31:30.904296,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,38,"{""H495"": 38}"
2026-02-04T23:31:30.904296,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,32,"{""H495"": 32}"
2026-02-04T23:31:30.904296,42630,30230718,BARA Hindber & Sítróna 6x330ml,Popular,2890.0,,12,"{""H495"": 12}"
2026-02-04T23:31:30.904296,42661,30230734,Boli X 12x330ml,Popular,4790.0,,1,"{""H495"": 1}"
2026-02-04T23:31:30.904296,42692,30230793,Martini Prosecco 750ml,Popular,2290.0,,5,"{""H495"": 5}"
2026-02-04T23:31:30.904296,42463,30171294,Fever Tree Mediterranean Tonic 4x200ml,Popular,1090.0,,7,"{""H495"": 7}"
2026-02-04T23:31:30.904296,42601,30230681,Gato Negro Cabernet Sauvignon 750ml,Popular,1590.0,,18,"{""H495"": 18}"
2026-02-04T23:31:30.904296,42680,30230819,Tuborg Green 12x500ml,Popular,4590.0,,115,"{""H495"": 115}"
2026-02-04T23:31:30.904296,42724,30230846,Finca Las Moras Malbec 750ml,Popular,2690.0,,23,"{""H495"": 23}"
2026-02-04T23:31:30.904296,42708,30230818,Gull 12x330ml,Popular,4590.0,,58,"{""H495"": 58}"
2026-02-04T23:31:30.904296,43058,30233867,Thule 12x330ml,Great Deals,4790.0,3890.0,70,"{""H495"": 70}"
2026-02-04T23:31:30.904296,42588,30230639,Heineken 6x330ml,Great Deals,2490.0,1990.0,75,"{""H495"": 75}"
2026-02-04T23:31:30.904296,42569,30230581,Heineken 6x330ml (Gler),Great Deals,2090.0,1990.0,125,"{""H495"": 125}"
2026-02-04T23:31:30.904296,42669,30230770,Ölvisholt Classic 10x330ml,Great Deals,4490.0,3590.0,50,"{""H495"": 50}"
2026-02-04T23:31:30.904296,42649,30230767,Ölvisholt Session IPA 10x330ml,Great Deals,4790.0,3890.0,85,"{""H495"": 85}"
2026-02-04T23:31:30.904296,42612,30230659,Ölvisholt Birta 6x330ml,Great Deals,2490.0,2090.0,28,"{""H495"": 28}"
2026-02-04T23:31:30.904296,42666,30230769,Ölvisholt Lite 10x330ml,Great Deals,3890.0,3190.0,27,"{""H495"": 27}"
2026-02-04T23:31:30.904296,42657,30230768,Ölvisholt Lager 10x330ml,Great Deals,4480.0,3590.0,28,"{""H495"": 28}"
2026-02-04T23:31:30.904296,42636,30230730,RVK Kopar Klassík 6x330ml,Great Deals,2690.0,2090.0,17,"{""H495"": 17}"
2026-02-04T23:31:30.904296,42656,30230727,RVK Popp Corn Lager 6x330ml,Great Deals,2690.0,2090.0,1,"{""H495"": 1}"
2026-02-04T23:31:30.904296,42686,30230823,Gull Lite 12x500ml,Gull,5690.0,,70,"{""H495"": 70}"
2026-02-04T23:31:30.904296,43032,30230708,Gull Lite Premium 12x500ml,Gull,6190.0,,5,"{""H495"": 5}"
2026-02-04T23:31:30.904296,42508,30216182,Gull Lite 12x330ml,Gull,4390.0,,6,"{""H495"": 6}"
2026-02-04T23:31:30.904296,42708,30230818,Gull 12x330ml,Gull,4590.0,,58,"{""H495"": 58}"
2026-02-04T23:31:30.904296,42605,30230709,Gull Lite Premium 12x330ml,Gull,4790.0,,11,"{""H495"": 11}"
2026-02-04T23:31:30.904296,42624,30230710,Gull Lite Yuzu Lime 10x330ml,Gull,4270.0,,7,"{""H495"": 7}"
2026-02-04T23:31:30.904296,43058,30233867,Thule 12x330ml,Thule,4790.0,3890.0,70,"{""H495"": 70}"
2026-02-04T23:31:30.904296,42693,30230832,Faustino VII Blanco 750ml,Faustino,1990.0,,5,"{""H495"": 5}"
2026-02-04T23:31:30.904296,42813,30230936,Faustino VII Red 750ml,Faustino,2290.0,,3,"{""H495"": 3}"
2026-02-04T23:31:30.904296,42815,30230937,Faustino VII Rose 750ml,Faustino,2790.0,,7,"{""H495"": 7}"
2026-02-04T23:31:30.904296,42751,30230903,Faustino V Reserva 750ml,Faustino,3690.0,,10,"{""H495"": 10}"
2026-02-04T23:31:30.904296,42712,30230841,Faustino Crianza 750ml,Faustino,3090.0,,6,"{""H495"": 6}"
2026-02-04T23:31:30.904296,42713,30230833,Faustino Cava Brut 750ml,Faustino,3090.0,,7,"{""H495"": 7}"
2026-02-04T23:31:30.904296,42779,30230981,Breezer Passionfruit Mango 4x275ml,Breezer,1990.0,,18,"{""H495"": 18}"
2026-02-04T23:31:30.904296,42788,30230983,Breezer Pineapple 4x275ml,Breezer,1990.0,,6,"{""H495"": 6}"
2026-02-04T23:31:30.904296,42820,30230990,Breezer Lemon 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-02-04T23:31:30.904296,42818,30230984,Breezer Strawberry 4x275ml,Breezer,1990.0,,40,"{""H495"": 40}"
2026-02-04T23:31:30.904296,42808,30230985,Breezer Mango 4x275ml,Breezer,1990.0,,53,"{""H495"": 53}"
2026-02-04T23:31:30.904296,42793,30230982,Breezer Lime 4x275ml,Breezer,1990.0,,11,"{""H495"": 11}"
2026-02-04T23:31:30.904296,43114,,Gin & Tonic,Bundles,9880.0,9390.0,4,"{""H495"": 4}"
2026-02-04T23:31:30.904296,43115,,Whiskey Ginger,Bundles,7000.0,6800.0,17,"{""H495"": 17}"
2026-02-04T23:31:30.904296,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-02-04T23:31:30.904296,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,2,"{""H495"": 2}"
2026-02-04T23:31:30.904296,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-02-04T23:31:30.904296,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-02-04T23:31:30.904296,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,12,"{""H495"": 12}"
2026-02-04T23:31:30.904296,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,5,"{""H495"": 5}"
2026-02-04T23:31:30.904296,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,30,"{""H495"": 30}"
2026-02-04T23:31:30.904296,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,8,"{""H495"": 8}"
2026-02-04T23:31:30.904296,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,4,"{""H495"": 4}"
2026-02-04T23:31:30.904296,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,15,"{""H495"": 15}"
2026-02-04T23:31:30.904296,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,6,"{""H495"": 6}"
2026-02-04T23:31:30.904296,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,1,"{""H495"": 1}"
2026-02-04T23:31:30.904296,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,7,"{""H495"": 7}"
2026-02-04T23:31:30.904296,42526,30230613,Van Gogh Riesling 3L,Boxed Wines,5990.0,,5,"{""H495"": 5}"
2026-02-04T23:31:30.904296,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-02-04T23:31:30.904296,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,11,"{""H495"": 11}"
2026-02-05T01:10:19.860447,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,70,"{""H495"": 70}"
2026-02-05T01:10:19.860447,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,73,"{""H495"": 73}"
2026-02-05T01:10:19.860447,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,38,"{""H495"": 38}"
2026-02-05T01:10:19.860447,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,7,"{""H495"": 7}"
